It.no.|   Time    |time step |SOR iterations | residual | SOR converged 
    2259 |  13.531980 | 0.004965 |      240      | 0.000989 | Yes 
    2260 |  13.536945 | 0.004965 |      365      | 0.000989 | Yes 
    2261 |  13.541910 | 0.004965 |      356      | 0.000996 | Yes 
    2262 |  13.546875 | 0.004965 |      200      | 0.000995 | Yes 
    2263 |  13.551840 | 0.004965 |      241      | 0.000987 | Yes 
    2264 |  13.556805 | 0.004965 |      191      | 0.000992 | Yes 
    2265 |  13.561770 | 0.004965 |      176      | 0.000998 | Yes 
    2266 |  13.566735 | 0.004965 |      151      | 0.000999 | Yes 
    2267 |  13.571700 | 0.004965 |      65      | 0.000978 | Yes 
    2268 |  13.576665 | 0.004965 |      92      | 0.000987 | Yes 
    2269 |  13.581630 | 0.004965 |      80      | 0.000999 | Yes 
    2270 |  13.586595 | 0.004965 |      76      | 0.001000 | Yes 
    2271 |  13.591560 | 0.004965 |      139      | 0.000988 | Yes 
    2272 |  13.596525 | 0.004965 |      113      | 0.000994 | Yes 
    2273 |  13.601490 | 0.004965 |      110      | 0.000999 | Yes 
    2274 |  13.606455 | 0.004965 |      37      | 0.000947 | Yes 
    2275 |  13.611420 | 0.004965 |      51      | 0.000995 | Yes 
    2276 |  13.616385 | 0.004965 |      165      | 0.000996 | Yes 
    2277 |  13.621350 | 0.004965 |      38      | 0.000978 | Yes 
    2278 |  13.626315 | 0.004965 |      255      | 0.000992 | Yes 
    2279 |  13.631280 | 0.004965 |      175      | 0.000995 | Yes 
    2280 |  13.636245 | 0.004965 |      211      | 0.000996 | Yes 
    2281 |  13.641211 | 0.004965 |      30      | 0.000887 | Yes 
    2282 |  13.646176 | 0.004965 |      105      | 0.000988 | Yes 
    2283 |  13.651141 | 0.004965 |      214      | 0.000992 | Yes 
    2284 |  13.656106 | 0.004965 |      345      | 0.000999 | Yes 
    2285 |  13.661071 | 0.004965 |      328      | 0.000994 | Yes 
    2286 |  13.666036 | 0.004965 |      92      | 0.000995 | Yes 
    2287 |  13.671001 | 0.004965 |      112      | 0.000989 | Yes 
    2288 |  13.675966 | 0.004965 |      53      | 0.000995 | Yes 
    2289 |  13.680931 | 0.004965 |      35      | 0.000963 | Yes 
    2290 |  13.685896 | 0.004965 |      38      | 0.000996 | Yes 
    2291 |  13.690861 | 0.004965 |      78      | 0.000994 | Yes 
    2292 |  13.695826 | 0.004965 |      97      | 0.000986 | Yes 
    2293 |  13.700791 | 0.004965 |      140      | 0.000995 | Yes 
    2294 |  13.705756 | 0.004965 |      70      | 0.000998 | Yes 
    2295 |  13.710721 | 0.004965 |      146      | 0.001000 | Yes 
    2296 |  13.715686 | 0.004965 |      67      | 0.000993 | Yes 
    2297 |  13.720651 | 0.004965 |      66      | 0.000994 | Yes 
    2298 |  13.725616 | 0.004965 |      65      | 0.000998 | Yes 
    2299 |  13.730581 | 0.004965 |      108      | 0.000990 | Yes 
    2300 |  13.735546 | 0.004965 |      104      | 0.000997 | Yes 
    2301 |  13.740511 | 0.004965 |      90      | 0.000996 | Yes 
    2302 |  13.745476 | 0.004965 |      123      | 0.000983 | Yes 
    2303 |  13.750441 | 0.004965 |      64      | 0.000997 | Yes 
    2304 |  13.755406 | 0.004965 |      109      | 0.000994 | Yes 
    2305 |  13.760371 | 0.004965 |      55      | 0.000998 | Yes 
    2306 |  13.765336 | 0.004965 |      225      | 0.000993 | Yes 
    2307 |  13.770302 | 0.004965 |      86      | 0.000993 | Yes 
    2308 |  13.775267 | 0.004965 |      118      | 0.000994 | Yes 
    2309 |  13.780232 | 0.004965 |      256      | 0.000996 | Yes 
    2310 |  13.785197 | 0.004965 |      191      | 0.000990 | Yes 
    2311 |  13.790162 | 0.004965 |      295      | 0.000992 | Yes 
    2312 |  13.795127 | 0.004965 |      232      | 0.000993 | Yes 
    2313 |  13.800092 | 0.004965 |      45      | 0.000990 | Yes 
    2314 |  13.805057 | 0.004965 |      25      | 0.000906 | Yes 
    2315 |  13.810022 | 0.004965 |      63      | 0.000994 | Yes 
    2316 |  13.814987 | 0.004965 |      162      | 0.000994 | Yes 
    2317 |  13.819952 | 0.004965 |      131      | 0.000994 | Yes 
    2318 |  13.824917 | 0.004965 |      38      | 0.000993 | Yes 
    2319 |  13.829882 | 0.004965 |      31      | 0.000971 | Yes 
    2320 |  13.834847 | 0.004965 |      85      | 0.000983 | Yes 
    2321 |  13.839812 | 0.004965 |      131      | 0.001000 | Yes 
    2322 |  13.844777 | 0.004965 |      95      | 0.000998 | Yes 
    2323 |  13.849742 | 0.004965 |      70      | 0.000985 | Yes 
    2324 |  13.854707 | 0.004965 |      44      | 0.000989 | Yes 
    2325 |  13.859672 | 0.004965 |      97      | 0.000998 | Yes 
    2326 |  13.864637 | 0.004965 |      89      | 0.000996 | Yes 
    2327 |  13.869602 | 0.004965 |      41      | 0.000969 | Yes 
    2328 |  13.874567 | 0.004965 |      103      | 0.000996 | Yes 
    2329 |  13.879532 | 0.004965 |      68      | 0.000990 | Yes 
    2330 |  13.884497 | 0.004965 |      44      | 0.000974 | Yes 
    2331 |  13.889462 | 0.004965 |      83      | 0.000991 | Yes 
    2332 |  13.894428 | 0.004965 |      158      | 0.000994 | Yes 
    2333 |  13.899393 | 0.004965 |      204      | 0.000997 | Yes 
    2334 |  13.904358 | 0.004965 |      233      | 0.000990 | Yes 
    2335 |  13.909323 | 0.004965 |      109      | 0.000998 | Yes 
    2336 |  13.914288 | 0.004965 |      127      | 0.000989 | Yes 
    2337 |  13.919253 | 0.004965 |      129      | 0.001000 | Yes 
    2338 |  13.924218 | 0.004965 |      230      | 0.000994 | Yes 
    2339 |  13.929183 | 0.004965 |      269      | 0.000996 | Yes 
    2340 |  13.934148 | 0.004965 |      327      | 0.000992 | Yes 
    2341 |  13.939113 | 0.004965 |      441      | 0.000991 | Yes 
    2342 |  13.944078 | 0.004965 |      408      | 0.000997 | Yes 
    2343 |  13.949043 | 0.004965 |      155      | 0.000998 | Yes 
    2344 |  13.954008 | 0.004965 |      244      | 0.000993 | Yes 
    2345 |  13.958973 | 0.004965 |      30      | 0.000965 | Yes 
    2346 |  13.963938 | 0.004965 |      55      | 0.000997 | Yes 
    2347 |  13.968903 | 0.004965 |      199      | 0.000990 | Yes 
    2348 |  13.973868 | 0.004965 |      307      | 0.000990 | Yes 
    2349 |  13.978833 | 0.004965 |      282      | 0.000995 | Yes 
    2350 |  13.983798 | 0.004965 |      102      | 0.000997 | Yes 
    2351 |  13.988763 | 0.004965 |      118      | 0.000995 | Yes 
    2352 |  13.993728 | 0.004965 |      84      | 0.000994 | Yes 
    2353 |  13.998693 | 0.004965 |      92      | 0.000998 | Yes 
    2354 |  14.003658 | 0.004965 |      317      | 0.000990 | Yes 
    2355 |  14.008623 | 0.004965 |      293      | 0.000990 | Yes 
    2356 |  14.013588 | 0.004965 |      531      | 0.000994 | Yes 
    2357 |  14.018553 | 0.004965 |      371      | 0.000986 | Yes 
    2358 |  14.023519 | 0.004965 |      260      | 0.001000 | Yes 
    2359 |  14.028484 | 0.004965 |      503      | 0.000988 | Yes 
    2360 |  14.033449 | 0.004965 |      476      | 0.000990 | Yes 
    2361 |  14.038414 | 0.004965 |      343      | 0.000990 | Yes 
    2362 |  14.043379 | 0.004965 |      79      | 0.000990 | Yes 
    2363 |  14.048344 | 0.004965 |      123      | 0.000989 | Yes 
    2364 |  14.053309 | 0.004965 |      175      | 0.000998 | Yes 
    2365 |  14.058274 | 0.004965 |      317      | 0.000983 | Yes 
    2366 |  14.063239 | 0.004965 |      271      | 0.000990 | Yes 
    2367 |  14.068204 | 0.004965 |      524      | 0.000993 | Yes 
    2368 |  14.073169 | 0.004965 |      496      | 0.000996 | Yes 
    2369 |  14.078134 | 0.004965 |      303      | 0.000988 | Yes 
    2370 |  14.083099 | 0.004965 |      332      | 0.000990 | Yes 
    2371 |  14.088064 | 0.004965 |      212      | 0.000986 | Yes 
    2372 |  14.093029 | 0.004965 |      175      | 0.000993 | Yes 
    2373 |  14.097994 | 0.004965 |      333      | 0.000991 | Yes 
    2374 |  14.102959 | 0.004965 |      552      | 0.000998 | Yes 
    2375 |  14.107924 | 0.004965 |      549      | 0.000997 | Yes 
    2376 |  14.112889 | 0.004965 |      72      | 0.000995 | Yes 
    2377 |  14.117854 | 0.004965 |      77      | 0.000995 | Yes 
    2378 |  14.122819 | 0.004965 |      68      | 0.000996 | Yes 
    2379 |  14.127784 | 0.004965 |      248      | 0.000990 | Yes 
    2380 |  14.132749 | 0.004965 |      434      | 0.000991 | Yes 
    2381 |  14.137714 | 0.004965 |      425      | 0.000999 | Yes 
    2382 |  14.142679 | 0.004965 |      217      | 0.000993 | Yes 
    2383 |  14.147644 | 0.004965 |      107      | 0.000990 | Yes 
    2384 |  14.152610 | 0.004965 |      106      | 0.000990 | Yes 
    2385 |  14.157575 | 0.004965 |      240      | 0.000996 | Yes 
    2386 |  14.162540 | 0.004965 |      133      | 0.000995 | Yes 
    2387 |  14.167505 | 0.004965 |      355      | 0.000995 | Yes 
    2388 |  14.172470 | 0.004965 |      325      | 0.000996 | Yes 
    2389 |  14.177435 | 0.004965 |      264      | 0.000990 | Yes 
    2390 |  14.182400 | 0.004965 |      286      | 0.000995 | Yes 
    2391 |  14.187365 | 0.004965 |      404      | 0.000995 | Yes 
    2392 |  14.192330 | 0.004965 |      210      | 0.000997 | Yes 
    2393 |  14.197295 | 0.004965 |      344      | 0.000992 | Yes 
    2394 |  14.202260 | 0.004965 |      64      | 0.000993 | Yes 
    2395 |  14.207225 | 0.004965 |      100      | 0.000986 | Yes 
    2396 |  14.212190 | 0.004965 |      305      | 0.000994 | Yes 
    2397 |  14.217155 | 0.004965 |      269      | 0.000991 | Yes 
    2398 |  14.222120 | 0.004965 |      84      | 0.000988 | Yes 
    2399 |  14.227085 | 0.004965 |      75      | 0.000996 | Yes 
    2400 |  14.232050 | 0.004965 |      76      | 0.000999 | Yes 
    2401 |  14.237015 | 0.004965 |      280      | 0.000988 | Yes 
    2402 |  14.241980 | 0.004965 |      362      | 0.000990 | Yes 
    2403 |  14.246945 | 0.004965 |      401      | 0.000991 | Yes 
    2404 |  14.251910 | 0.004965 |      289      | 0.000993 | Yes 
    2405 |  14.256875 | 0.004965 |      415      | 0.000993 | Yes 
    2406 |  14.261840 | 0.004965 |      364      | 0.000991 | Yes 
    2407 |  14.266805 | 0.004965 |      297      | 0.000991 | Yes 
    2408 |  14.271770 | 0.004965 |      273      | 0.000994 | Yes 
    2409 |  14.276735 | 0.004965 |      176      | 0.000997 | Yes 
    2410 |  14.281701 | 0.004965 |      257      | 0.000997 | Yes 
    2411 |  14.286666 | 0.004965 |      170      | 0.000990 | Yes 
    2412 |  14.291631 | 0.004965 |      254      | 0.000989 | Yes 
    2413 |  14.296596 | 0.004965 |      104      | 0.000988 | Yes 
    2414 |  14.301561 | 0.004965 |      335      | 0.000991 | Yes 
    2415 |  14.306526 | 0.004965 |      292      | 0.000999 | Yes 
    2416 |  14.311491 | 0.004965 |      165      | 0.000990 | Yes 
    2417 |  14.316456 | 0.004965 |      158      | 0.000993 | Yes 
    2418 |  14.321421 | 0.004965 |      69      | 0.000983 | Yes 
    2419 |  14.326386 | 0.004965 |      170      | 0.000992 | Yes 
    2420 |  14.331351 | 0.004965 |      213      | 0.000993 | Yes 
    2421 |  14.336316 | 0.004965 |      264      | 0.000994 | Yes 
    2422 |  14.341281 | 0.004965 |      285      | 0.000995 | Yes 
    2423 |  14.346246 | 0.004965 |      127      | 0.000993 | Yes 
    2424 |  14.351211 | 0.004965 |      293      | 0.000992 | Yes 
    2425 |  14.356176 | 0.004965 |      283      | 0.000989 | Yes 
    2426 |  14.361141 | 0.004965 |      422      | 0.000995 | Yes 
    2427 |  14.366106 | 0.004965 |      371      | 0.000999 | Yes 
    2428 |  14.371071 | 0.004965 |      321      | 0.000999 | Yes 
    2429 |  14.376036 | 0.004965 |      450      | 0.000997 | Yes 
    2430 |  14.381001 | 0.004965 |      398      | 0.000988 | Yes 
    2431 |  14.385966 | 0.004965 |      302      | 0.000994 | Yes 
    2432 |  14.390931 | 0.004965 |      516      | 0.000994 | Yes 
    2433 |  14.395896 | 0.004965 |      402      | 0.000985 | Yes 
    2434 |  14.400861 | 0.004965 |      273      | 0.000989 | Yes 
    2435 |  14.405826 | 0.004965 |      514      | 0.000994 | Yes 
    2436 |  14.410792 | 0.004965 |      486      | 0.000989 | Yes 
    2437 |  14.415757 | 0.004965 |      79      | 0.000996 | Yes 
    2438 |  14.420722 | 0.004965 |      61      | 0.000999 | Yes 
    2439 |  14.425687 | 0.004965 |      187      | 0.000993 | Yes 
    2440 |  14.430652 | 0.004965 |      340      | 0.000995 | Yes 
    2441 |  14.435617 | 0.004965 |      298      | 0.000993 | Yes 
    2442 |  14.440582 | 0.004965 |      510      | 0.000989 | Yes 
    2443 |  14.445547 | 0.004965 |      481      | 0.000988 | Yes 
    2444 |  14.450512 | 0.004965 |      158      | 0.000984 | Yes 
    2445 |  14.455477 | 0.004965 |      342      | 0.001000 | Yes 
    2446 |  14.460442 | 0.004965 |      195      | 0.000992 | Yes 
    2447 |  14.465407 | 0.004965 |      472      | 0.000993 | Yes 
    2448 |  14.470372 | 0.004965 |      298      | 0.000988 | Yes 
    2449 |  14.475337 | 0.004965 |      360      | 0.001000 | Yes 
    2450 |  14.480302 | 0.004965 |      131      | 0.000986 | Yes 
    2451 |  14.485267 | 0.004965 |      46      | 0.000993 | Yes 
    2452 |  14.490232 | 0.004965 |      55      | 0.000992 | Yes 
    2453 |  14.495197 | 0.004965 |      155      | 0.000997 | Yes 
    2454 |  14.500162 | 0.004965 |      225      | 0.000994 | Yes 
    2455 |  14.505127 | 0.004965 |      396      | 0.001000 | Yes 
    2456 |  14.510092 | 0.004965 |      576      | 0.000993 | Yes 
    2457 |  14.515057 | 0.004965 |      477      | 0.000995 | Yes 
    2458 |  14.520022 | 0.004965 |      200      | 0.000997 | Yes 
    2459 |  14.524987 | 0.004965 |      372      | 0.000986 | Yes 
    2460 |  14.529952 | 0.004965 |      371      | 0.000986 | Yes 
    2461 |  14.534917 | 0.004965 |      563      | 0.000989 | Yes 
    2462 |  14.539883 | 0.004965 |      536      | 0.000989 | Yes 
    2463 |  14.544848 | 0.004965 |      122      | 0.001000 | Yes 
    2464 |  14.549813 | 0.004965 |      200      | 0.000990 | Yes 
    2465 |  14.554778 | 0.004965 |      91      | 0.000989 | Yes 
    2466 |  14.559743 | 0.004965 |      43      | 0.000990 | Yes 
    2467 |  14.564708 | 0.004965 |      130      | 0.000996 | Yes 
    2468 |  14.569673 | 0.004965 |      283      | 0.000999 | Yes 
    2469 |  14.574638 | 0.004965 |      278      | 0.000990 | Yes 
    2470 |  14.579603 | 0.004965 |      444      | 0.000991 | Yes 
    2471 |  14.584568 | 0.004965 |      398      | 0.000994 | Yes 
    2472 |  14.589533 | 0.004965 |      273      | 0.000993 | Yes 
    2473 |  14.594498 | 0.004965 |      37      | 0.000977 | Yes 
    2474 |  14.599463 | 0.004965 |      125      | 0.000993 | Yes 
    2475 |  14.604428 | 0.004965 |      270      | 0.000988 | Yes 
    2476 |  14.609393 | 0.004965 |      354      | 0.000993 | Yes 
    2477 |  14.614358 | 0.004965 |      299      | 0.000999 | Yes 
    2478 |  14.619323 | 0.004965 |      486      | 0.001000 | Yes 
    2479 |  14.624288 | 0.004965 |      409      | 0.000993 | Yes 
    2480 |  14.629253 | 0.004965 |      143      | 0.000986 | Yes 
    2481 |  14.634218 | 0.004965 |      319      | 0.000988 | Yes 
    2482 |  14.639183 | 0.004965 |      295      | 0.000985 | Yes 
    2483 |  14.644148 | 0.004965 |      354      | 0.000991 | Yes 
    2484 |  14.649113 | 0.004965 |      588      | 0.000998 | Yes 
    2485 |  14.654078 | 0.004965 |      577      | 0.000996 | Yes 
    2486 |  14.659043 | 0.004965 |      110      | 0.000990 | Yes 
    2487 |  14.664009 | 0.004965 |      123      | 0.000996 | Yes 
    2488 |  14.668974 | 0.004965 |      333      | 0.000992 | Yes 
    2489 |  14.673939 | 0.004965 |      322      | 0.000989 | Yes 
    2490 |  14.678904 | 0.004965 |      223      | 0.000994 | Yes 
    2491 |  14.683869 | 0.004965 |      176      | 0.000995 | Yes 
    2492 |  14.688834 | 0.004965 |      325      | 0.001000 | Yes 
    2493 |  14.693799 | 0.004965 |      539      | 0.000998 | Yes 
    2494 |  14.698764 | 0.004965 |      526      | 0.000992 | Yes 
    2495 |  14.703729 | 0.004965 |      255      | 0.000998 | Yes 
    2496 |  14.708694 | 0.004965 |      140      | 0.000988 | Yes 
    2497 |  14.713659 | 0.004965 |      301      | 0.000998 | Yes 
    2498 |  14.718624 | 0.004965 |      252      | 0.000997 | Yes 
    2499 |  14.723589 | 0.004965 |      158      | 0.000997 | Yes 
    2500 |  14.728554 | 0.004965 |      299      | 0.000989 | Yes 
    2501 |  14.733519 | 0.004965 |      331      | 0.000989 | Yes 
    2502 |  14.738484 | 0.004965 |      297      | 0.000989 | Yes 
    2503 |  14.743449 | 0.004965 |      373      | 0.000996 | Yes 
    2504 |  14.748414 | 0.004965 |      390      | 0.000989 | Yes 
    2505 |  14.753379 | 0.004965 |      286      | 0.000995 | Yes 
    2506 |  14.758344 | 0.004965 |      468      | 0.000992 | Yes 
    2507 |  14.763309 | 0.004965 |      454      | 0.000995 | Yes 
    2508 |  14.768274 | 0.004965 |      275      | 0.000997 | Yes 
    2509 |  14.773239 | 0.004965 |      243      | 0.000990 | Yes 
    2510 |  14.778204 | 0.004965 |      134      | 0.000998 | Yes 
    2511 |  14.783169 | 0.004965 |      137      | 0.000989 | Yes 
    2512 |  14.788134 | 0.004965 |      100      | 0.001000 | Yes 
    2513 |  14.793100 | 0.004965 |      54      | 0.000989 | Yes 
    2514 |  14.798065 | 0.004965 |      175      | 0.000992 | Yes 
    2515 |  14.803030 | 0.004965 |      230      | 0.001000 | Yes 
    2516 |  14.807995 | 0.004965 |      142      | 0.001000 | Yes 
    2517 |  14.812960 | 0.004965 |      364      | 0.000997 | Yes 
    2518 |  14.817925 | 0.004965 |      280      | 0.000990 | Yes 
    2519 |  14.822890 | 0.004965 |      256      | 0.000988 | Yes 
    2520 |  14.827855 | 0.004965 |      159      | 0.000992 | Yes 
    2521 |  14.832820 | 0.004965 |      251      | 0.000999 | Yes 
    2522 |  14.837785 | 0.004965 |      308      | 0.000995 | Yes 
    2523 |  14.842750 | 0.004965 |      304      | 0.000997 | Yes 
    2524 |  14.847715 | 0.004965 |      154      | 0.000989 | Yes 
    2525 |  14.852680 | 0.004965 |      214      | 0.000993 | Yes 
    2526 |  14.857645 | 0.004965 |      263      | 0.000998 | Yes 
    2527 |  14.862610 | 0.004965 |      487      | 0.000999 | Yes 
    2528 |  14.867575 | 0.004965 |      457      | 0.000988 | Yes 
    2529 |  14.872540 | 0.004965 |      210      | 0.000992 | Yes 
    2530 |  14.877505 | 0.004965 |      320      | 0.000994 | Yes 
    2531 |  14.882470 | 0.004965 |      323      | 0.000995 | Yes 
    2532 |  14.887435 | 0.004965 |      248      | 0.000999 | Yes 
    2533 |  14.892400 | 0.004965 |      84      | 0.000977 | Yes 
    2534 |  14.897365 | 0.004965 |      137      | 0.000988 | Yes 
    2535 |  14.902330 | 0.004965 |      63      | 0.000975 | Yes 
    2536 |  14.907295 | 0.004965 |      98      | 0.000989 | Yes 
    2537 |  14.912260 | 0.004965 |      129      | 0.000994 | Yes 
    2538 |  14.917225 | 0.004965 |      185      | 0.000979 | Yes 
    2539 |  14.922191 | 0.004965 |      195      | 0.000989 | Yes 
    2540 |  14.927156 | 0.004965 |      408      | 0.000999 | Yes 
    2541 |  14.932121 | 0.004965 |      671      | 0.000995 | Yes 
    2542 |  14.937086 | 0.004965 |      681      | 0.000992 | Yes 
    2543 |  14.942051 | 0.004965 |      234      | 0.000989 | Yes 
    2544 |  14.947016 | 0.004965 |      260      | 0.000994 | Yes 
    2545 |  14.951981 | 0.004965 |      163      | 0.000989 | Yes 
    2546 |  14.956946 | 0.004965 |      220      | 0.000997 | Yes 
    2547 |  14.961911 | 0.004965 |      138      | 0.000998 | Yes 
    2548 |  14.966876 | 0.004965 |      268      | 0.000998 | Yes 
    2549 |  14.971841 | 0.004965 |      252      | 0.000996 | Yes 
    2550 |  14.976806 | 0.004965 |      193      | 0.000992 | Yes 
    2551 |  14.981771 | 0.004965 |      197      | 0.000990 | Yes 
    2552 |  14.986736 | 0.004965 |      299      | 0.000994 | Yes 
    2553 |  14.991701 | 0.004965 |      255      | 0.000995 | Yes 
    2554 |  14.996666 | 0.004965 |      314      | 0.000997 | Yes 
    2555 |  15.001631 | 0.004965 |      188      | 0.000999 | Yes 
    2556 |  15.006596 | 0.004965 |      58      | 0.000984 | Yes 
    2557 |  15.011561 | 0.004965 |      115      | 0.000996 | Yes 
    2558 |  15.016526 | 0.004965 |      69      | 0.000997 | Yes 
    2559 |  15.021491 | 0.004965 |      137      | 0.000991 | Yes 
    2560 |  15.026456 | 0.004965 |      101      | 0.000990 | Yes 
    2561 |  15.031421 | 0.004965 |      308      | 0.000993 | Yes 
    2562 |  15.036386 | 0.004965 |      290      | 0.000994 | Yes 
    2563 |  15.041351 | 0.004965 |      299      | 0.000988 | Yes 
    2564 |  15.046316 | 0.004965 |      291      | 0.000998 | Yes 
    2565 |  15.051282 | 0.004965 |      455      | 0.000997 | Yes 
    2566 |  15.056247 | 0.004965 |      437      | 0.000989 | Yes 
    2567 |  15.061212 | 0.004965 |      271      | 0.000995 | Yes 
    2568 |  15.066177 | 0.004965 |      434      | 0.000990 | Yes 
    2569 |  15.071142 | 0.004965 |      425      | 0.001000 | Yes 
    2570 |  15.076107 | 0.004965 |      247      | 0.000998 | Yes 
    2571 |  15.081072 | 0.004965 |      138      | 0.000999 | Yes 
    2572 |  15.086037 | 0.004965 |      70      | 0.000984 | Yes 
    2573 |  15.091002 | 0.004965 |      274      | 0.000989 | Yes 
    2574 |  15.095967 | 0.004965 |      210      | 0.000998 | Yes 
    2575 |  15.100932 | 0.004965 |      296      | 0.000989 | Yes 
    2576 |  15.105897 | 0.004965 |      297      | 0.000990 | Yes 
    2577 |  15.110862 | 0.004965 |      311      | 0.000999 | Yes 
    2578 |  15.115827 | 0.004965 |      253      | 0.000997 | Yes 
    2579 |  15.120792 | 0.004965 |      168      | 0.000994 | Yes 
    2580 |  15.125757 | 0.004965 |      163      | 0.000990 | Yes 
    2581 |  15.130722 | 0.004965 |      349      | 0.000991 | Yes 
    2582 |  15.135687 | 0.004965 |      327      | 0.000995 | Yes 
    2583 |  15.140652 | 0.004965 |      143      | 0.000995 | Yes 
    2584 |  15.145617 | 0.004965 |      47      | 0.000936 | Yes 
    2585 |  15.150582 | 0.004965 |      112      | 0.000996 | Yes 
    2586 |  15.155547 | 0.004965 |      137      | 0.000988 | Yes 
    2587 |  15.160512 | 0.004965 |      272      | 0.000998 | Yes 
    2588 |  15.165477 | 0.004965 |      223      | 0.000991 | Yes 
    2589 |  15.170442 | 0.004965 |      206      | 0.000988 | Yes 
    2590 |  15.175407 | 0.004965 |      245      | 0.000995 | Yes 
    2591 |  15.180373 | 0.004965 |      401      | 0.000999 | Yes 
    2592 |  15.185338 | 0.004965 |      398      | 0.000999 | Yes 
    2593 |  15.190303 | 0.004965 |      208      | 0.000991 | Yes 
    2594 |  15.195268 | 0.004965 |      36      | 0.000962 | Yes 
    2595 |  15.200233 | 0.004965 |      163      | 0.000990 | Yes 
    2596 |  15.205198 | 0.004965 |      133      | 0.000986 | Yes 
    2597 |  15.210163 | 0.004965 |      327      | 0.000991 | Yes 
    2598 |  15.215128 | 0.004965 |      296      | 0.000995 | Yes 
    2599 |  15.220093 | 0.004965 |      115      | 0.000986 | Yes 
    2600 |  15.225058 | 0.004965 |      166      | 0.000992 | Yes 
    2601 |  15.230023 | 0.004965 |      115      | 0.000993 | Yes 
    2602 |  15.234988 | 0.004965 |      102      | 0.000999 | Yes 
    2603 |  15.239953 | 0.004965 |      212      | 0.000995 | Yes 
    2604 |  15.244918 | 0.004965 |      198      | 0.000997 | Yes 
    2605 |  15.249883 | 0.004965 |      269      | 0.000994 | Yes 
    2606 |  15.254848 | 0.004965 |      272      | 0.000989 | Yes 
    2607 |  15.259813 | 0.004965 |      333      | 0.000995 | Yes 
    2608 |  15.264778 | 0.004965 |      140      | 0.000994 | Yes 
    2609 |  15.269743 | 0.004965 |      283      | 0.000990 | Yes 
    2610 |  15.274708 | 0.004965 |      293      | 0.000999 | Yes 
    2611 |  15.279673 | 0.004965 |      262      | 0.000990 | Yes 
    2612 |  15.284638 | 0.004965 |      65      | 0.000999 | Yes 
    2613 |  15.289603 | 0.004965 |      230      | 0.000994 | Yes 
    2614 |  15.294568 | 0.004965 |      287      | 0.000990 | Yes 
    2615 |  15.299533 | 0.004965 |      286      | 0.000993 | Yes 
    2616 |  15.304498 | 0.004965 |      102      | 0.000994 | Yes 
    2617 |  15.309464 | 0.004965 |      271      | 0.000997 | Yes 
    2618 |  15.314429 | 0.004965 |      173      | 0.000996 | Yes 
    2619 |  15.319394 | 0.004965 |      162      | 0.000987 | Yes 
    2620 |  15.324359 | 0.004965 |      146      | 0.000992 | Yes 
    2621 |  15.329324 | 0.004965 |      52      | 0.000979 | Yes 
    2622 |  15.334289 | 0.004965 |      158      | 0.000997 | Yes 
    2623 |  15.339254 | 0.004965 |      237      | 0.000993 | Yes 
    2624 |  15.344219 | 0.004965 |      167      | 0.000989 | Yes 
    2625 |  15.349184 | 0.004965 |      145      | 0.000990 | Yes 
    2626 |  15.354149 | 0.004965 |      343      | 0.000998 | Yes 
    2627 |  15.359114 | 0.004965 |      340      | 0.000992 | Yes 
    2628 |  15.364079 | 0.004965 |      263      | 0.000995 | Yes 
    2629 |  15.369044 | 0.004965 |      83      | 0.000998 | Yes 
    2630 |  15.374009 | 0.004965 |      306      | 0.000991 | Yes 
    2631 |  15.378974 | 0.004965 |      277      | 0.000988 | Yes 
    2632 |  15.383939 | 0.004965 |      224      | 0.000988 | Yes 
    2633 |  15.388904 | 0.004965 |      398      | 0.000993 | Yes 
    2634 |  15.393869 | 0.004965 |      388      | 0.000997 | Yes 
    2635 |  15.398834 | 0.004965 |      89      | 0.000982 | Yes 
    2636 |  15.403799 | 0.004965 |      81      | 0.000990 | Yes 
    2637 |  15.408764 | 0.004965 |      79      | 0.000990 | Yes 
    2638 |  15.413729 | 0.004965 |      147      | 0.000997 | Yes 
    2639 |  15.418694 | 0.004965 |      119      | 0.000993 | Yes 
    2640 |  15.423659 | 0.004965 |      80      | 0.000998 | Yes 
    2641 |  15.428624 | 0.004965 |      132      | 0.000997 | Yes 
    2642 |  15.433590 | 0.004965 |      60      | 0.000997 | Yes 
    2643 |  15.438555 | 0.004965 |      38      | 0.000986 | Yes 
    2644 |  15.443520 | 0.004965 |      61      | 0.000995 | Yes 
    2645 |  15.448485 | 0.004965 |      51      | 0.000979 | Yes 
    2646 |  15.453450 | 0.004965 |      64      | 0.000997 | Yes 
    2647 |  15.458415 | 0.004965 |      17      | 0.000986 | Yes 
    2648 |  15.463380 | 0.004965 |      23      | 0.000952 | Yes 
    2649 |  15.468345 | 0.004965 |      118      | 0.000993 | Yes 
    2650 |  15.473310 | 0.004965 |      145      | 0.000996 | Yes 
    2651 |  15.478275 | 0.004965 |      38      | 0.000994 | Yes 
    2652 |  15.483240 | 0.004965 |      41      | 0.000983 | Yes 
    2653 |  15.488205 | 0.004965 |      157      | 0.000988 | Yes 
    2654 |  15.493170 | 0.004965 |      328      | 0.000998 | Yes 
    2655 |  15.498135 | 0.004965 |      208      | 0.000985 | Yes 
    2656 |  15.503100 | 0.004965 |      331      | 0.000992 | Yes 
    2657 |  15.508065 | 0.004965 |      133      | 0.000997 | Yes 
