It.no.|   Time    |time step |SOR iterations | residual | SOR converged 
    1146 |  7.353155 | 0.006471 |      258      | 0.000989 | Yes 
    1147 |  7.359625 | 0.006471 |      171      | 0.000994 | Yes 
    1148 |  7.366096 | 0.006471 |      73      | 0.000988 | Yes 
    1149 |  7.372566 | 0.006471 |      107      | 0.000997 | Yes 
    1150 |  7.379037 | 0.006471 |      175      | 0.000999 | Yes 
    1151 |  7.385507 | 0.006471 |      291      | 0.000999 | Yes 
    1152 |  7.391978 | 0.006471 |      274      | 0.000992 | Yes 
    1153 |  7.398449 | 0.006471 |      281      | 0.000997 | Yes 
    1154 |  7.404919 | 0.006471 |      86      | 0.000995 | Yes 
    1155 |  7.411390 | 0.006471 |      205      | 0.000993 | Yes 
    1156 |  7.417860 | 0.006471 |      47      | 0.000976 | Yes 
    1157 |  7.424331 | 0.006471 |      363      | 0.000994 | Yes 
    1158 |  7.430801 | 0.006471 |      320      | 0.000995 | Yes 
    1159 |  7.437272 | 0.006471 |      41      | 0.000990 | Yes 
    1160 |  7.443742 | 0.006471 |      78      | 0.000981 | Yes 
    1161 |  7.450213 | 0.006471 |      100      | 0.000996 | Yes 
    1162 |  7.456683 | 0.006471 |      70      | 0.000994 | Yes 
    1163 |  7.463154 | 0.006471 |      202      | 0.000991 | Yes 
    1164 |  7.469624 | 0.006471 |      102      | 0.000992 | Yes 
    1165 |  7.476095 | 0.006471 |      213      | 0.000995 | Yes 
    1166 |  7.482565 | 0.006471 |      60      | 0.000968 | Yes 
    1167 |  7.489036 | 0.006471 |      262      | 0.000997 | Yes 
    1168 |  7.495506 | 0.006471 |      85      | 0.000992 | Yes 
    1169 |  7.501977 | 0.006471 |      197      | 0.000994 | Yes 
    1170 |  7.508447 | 0.006471 |      365      | 0.000993 | Yes 
    1171 |  7.514918 | 0.006471 |      327      | 0.000992 | Yes 
    1172 |  7.521388 | 0.006471 |      194      | 0.000990 | Yes 
    1173 |  7.527859 | 0.006471 |      74      | 0.000991 | Yes 
    1174 |  7.534330 | 0.006471 |      52      | 0.000993 | Yes 
    1175 |  7.540800 | 0.006572 |      133      | 0.000993 | Yes 
    1176 |  7.547372 | 0.006572 |      208      | 0.000999 | Yes 
    1177 |  7.553943 | 0.006572 |      206      | 0.000990 | Yes 
    1178 |  7.560515 | 0.006572 |      133      | 0.000990 | Yes 
    1179 |  7.567086 | 0.006572 |      53      | 0.000994 | Yes 
    1180 |  7.573658 | 0.006839 |      91      | 0.000994 | Yes 
    1181 |  7.580497 | 0.006839 |      230      | 0.000999 | Yes 
    1182 |  7.587335 | 0.006839 |      351      | 0.000992 | Yes 
    1183 |  7.594174 | 0.006839 |      233      | 0.000997 | Yes 
    1184 |  7.601013 | 0.006839 |      229      | 0.000993 | Yes 
    1185 |  7.607851 | 0.006839 |      218      | 0.000990 | Yes 
    1186 |  7.614690 | 0.006839 |      130      | 0.000990 | Yes 
    1187 |  7.621529 | 0.006895 |      329      | 0.000995 | Yes 
    1188 |  7.628423 | 0.006895 |      474      | 0.000990 | Yes 
    1189 |  7.635318 | 0.006895 |      408      | 0.000991 | Yes 
    1190 |  7.642213 | 0.006895 |      262      | 0.000996 | Yes 
    1191 |  7.649108 | 0.006895 |      84      | 0.000995 | Yes 
    1192 |  7.656002 | 0.006895 |      70      | 0.000994 | Yes 
    1193 |  7.662897 | 0.006895 |      214      | 0.000991 | Yes 
    1194 |  7.669792 | 0.006895 |      197      | 0.000997 | Yes 
    1195 |  7.676686 | 0.006895 |      259      | 0.000991 | Yes 
    1196 |  7.683581 | 0.006895 |      261      | 0.000994 | Yes 
    1197 |  7.690476 | 0.006895 |      143      | 0.000990 | Yes 
    1198 |  7.697371 | 0.006895 |      450      | 0.000992 | Yes 
    1199 |  7.704265 | 0.006895 |      418      | 0.000989 | Yes 
    1200 |  7.711160 | 0.007010 |      223      | 0.001000 | Yes 
    1201 |  7.718170 | 0.007010 |      85      | 0.000983 | Yes 
    1202 |  7.725179 | 0.007010 |      238      | 0.000999 | Yes 
    1203 |  7.732189 | 0.007010 |      76      | 0.000993 | Yes 
    1204 |  7.739198 | 0.007010 |      305      | 0.000993 | Yes 
    1205 |  7.746208 | 0.007010 |      303      | 0.000996 | Yes 
    1206 |  7.753218 | 0.007010 |      331      | 0.000992 | Yes 
    1207 |  7.760227 | 0.007010 |      223      | 0.000988 | Yes 
    1208 |  7.767237 | 0.007010 |      279      | 0.000992 | Yes 
    1209 |  7.774246 | 0.007010 |      506      | 0.000994 | Yes 
    1210 |  7.781256 | 0.007010 |      482      | 0.000995 | Yes 
    1211 |  7.788266 | 0.007010 |      95      | 0.000974 | Yes 
    1212 |  7.795275 | 0.007378 |      134      | 0.000993 | Yes 
    1213 |  7.802654 | 0.007378 |      214      | 0.000995 | Yes 
    1214 |  7.810032 | 0.007378 |      273      | 0.000992 | Yes 
    1215 |  7.817411 | 0.007378 |      302      | 0.000991 | Yes 
    1216 |  7.824789 | 0.007378 |      217      | 0.000999 | Yes 
    1217 |  7.832167 | 0.007378 |      234      | 0.000989 | Yes 
    1218 |  7.839546 | 0.007378 |      189      | 0.000983 | Yes 
    1219 |  7.846924 | 0.007378 |      185      | 0.000999 | Yes 
    1220 |  7.854303 | 0.007378 |      251      | 0.000990 | Yes 
    1221 |  7.861681 | 0.007378 |      379      | 0.000998 | Yes 
    1222 |  7.869060 | 0.007378 |      334      | 0.000996 | Yes 
    1223 |  7.876438 | 0.007378 |      119      | 0.000970 | Yes 
    1224 |  7.883816 | 0.007378 |      179      | 0.000993 | Yes 
    1225 |  7.891195 | 0.007378 |      189      | 0.000988 | Yes 
    1226 |  7.898573 | 0.007378 |      335      | 0.000984 | Yes 
    1227 |  7.905952 | 0.007378 |      606      | 0.000991 | Yes 
    1228 |  7.913330 | 0.007378 |      404      | 0.000987 | Yes 
    1229 |  7.920709 | 0.007378 |      136      | 0.000986 | Yes 
    1230 |  7.928087 | 0.007378 |      529      | 0.001000 | Yes 
    1231 |  7.935465 | 0.007378 |      479      | 0.000996 | Yes 
    1232 |  7.942844 | 0.007378 |      372      | 0.000987 | Yes 
    1233 |  7.950222 | 0.007378 |      433      | 0.001000 | Yes 
    1234 |  7.957601 | 0.007378 |      408      | 0.000996 | Yes 
    1235 |  7.964979 | 0.007378 |      363      | 0.000996 | Yes 
    1236 |  7.972357 | 0.007378 |      282      | 0.001000 | Yes 
    1237 |  7.979736 | 0.007378 |      121      | 0.000993 | Yes 
    1238 |  7.987114 | 0.007378 |      201      | 0.000995 | Yes 
    1239 |  7.994493 | 0.007378 |      236      | 0.000993 | Yes 
    1240 |  8.001871 | 0.007378 |      301      | 0.000995 | Yes 
    1241 |  8.009250 | 0.007378 |      273      | 0.000990 | Yes 
    1242 |  8.016628 | 0.007378 |      161      | 0.000984 | Yes 
    1243 |  8.024006 | 0.007378 |      322      | 0.000996 | Yes 
    1244 |  8.031385 | 0.007378 |      272      | 0.000998 | Yes 
    1245 |  8.038763 | 0.007378 |      423      | 0.000995 | Yes 
    1246 |  8.046142 | 0.007378 |      368      | 0.000999 | Yes 
    1247 |  8.053520 | 0.007378 |      119      | 0.000983 | Yes 
    1248 |  8.060899 | 0.007378 |      188      | 0.000996 | Yes 
    1249 |  8.068277 | 0.007378 |      287      | 0.000993 | Yes 
    1250 |  8.075655 | 0.007378 |      394      | 0.000999 | Yes 
    1251 |  8.083034 | 0.007378 |      352      | 0.000997 | Yes 
    1252 |  8.090412 | 0.007378 |      413      | 0.000990 | Yes 
    1253 |  8.097791 | 0.007378 |      366      | 0.001000 | Yes 
    1254 |  8.105169 | 0.007378 |      324      | 0.000993 | Yes 
    1255 |  8.112548 | 0.007378 |      346      | 0.000993 | Yes 
    1256 |  8.119926 | 0.007378 |      329      | 0.000998 | Yes 
    1257 |  8.127304 | 0.007378 |      328      | 0.000994 | Yes 
    1258 |  8.134683 | 0.007378 |      458      | 0.000995 | Yes 
    1259 |  8.142061 | 0.007378 |      366      | 0.000994 | Yes 
    1260 |  8.149440 | 0.007378 |      316      | 0.000993 | Yes 
    1261 |  8.156818 | 0.007202 |      358      | 0.000996 | Yes 
    1262 |  8.164021 | 0.007378 |      284      | 0.000991 | Yes 
    1263 |  8.171399 | 0.007378 |      405      | 0.000996 | Yes 
    1264 |  8.178777 | 0.007378 |      427      | 0.000989 | Yes 
    1265 |  8.186156 | 0.007378 |      404      | 0.000995 | Yes 
    1266 |  8.193534 | 0.007378 |      425      | 0.000998 | Yes 
    1267 |  8.200913 | 0.007378 |      247      | 0.000999 | Yes 
    1268 |  8.208291 | 0.007378 |      501      | 0.000990 | Yes 
    1269 |  8.215670 | 0.007378 |      480      | 0.000997 | Yes 
    1270 |  8.223048 | 0.007378 |      266      | 0.000990 | Yes 
    1271 |  8.230426 | 0.006871 |      415      | 0.000989 | Yes 
    1272 |  8.237297 | 0.006777 |      286      | 0.000985 | Yes 
    1273 |  8.244074 | 0.006777 |      362      | 0.000997 | Yes 
    1274 |  8.250851 | 0.006780 |      397      | 0.000998 | Yes 
    1275 |  8.257631 | 0.006803 |      278      | 0.000995 | Yes 
    1276 |  8.264434 | 0.006679 |      349      | 0.000992 | Yes 
    1277 |  8.271113 | 0.006773 |      302      | 0.000991 | Yes 
    1278 |  8.277886 | 0.006637 |      425      | 0.000993 | Yes 
    1279 |  8.284523 | 0.006660 |      278      | 0.001000 | Yes 
    1280 |  8.291183 | 0.006684 |      269      | 0.000991 | Yes 
    1281 |  8.297867 | 0.006708 |      527      | 0.000992 | Yes 
    1282 |  8.304575 | 0.006732 |      502      | 0.000991 | Yes 
    1283 |  8.311307 | 0.007227 |      464      | 0.000990 | Yes 
    1284 |  8.318534 | 0.007238 |      390      | 0.000991 | Yes 
    1285 |  8.325771 | 0.007378 |      160      | 0.000994 | Yes 
    1286 |  8.333150 | 0.007378 |      167      | 0.000997 | Yes 
    1287 |  8.340528 | 0.007378 |      510      | 0.000990 | Yes 
    1288 |  8.347907 | 0.007378 |      413      | 0.000995 | Yes 
    1289 |  8.355285 | 0.007378 |      453      | 0.000997 | Yes 
    1290 |  8.362664 | 0.007378 |      177      | 0.000995 | Yes 
    1291 |  8.370042 | 0.007378 |      426      | 0.000990 | Yes 
    1292 |  8.377420 | 0.007378 |      408      | 0.000998 | Yes 
    1293 |  8.384799 | 0.007378 |      440      | 0.000998 | Yes 
    1294 |  8.392177 | 0.007378 |      281      | 0.000989 | Yes 
    1295 |  8.399556 | 0.007378 |      279      | 0.000997 | Yes 
    1296 |  8.406934 | 0.007378 |      458      | 0.000989 | Yes 
    1297 |  8.414313 | 0.007378 |      443      | 0.000990 | Yes 
    1298 |  8.421691 | 0.007378 |      305      | 0.000988 | Yes 
    1299 |  8.429069 | 0.007378 |      228      | 0.000991 | Yes 
    1300 |  8.436448 | 0.007378 |      247      | 0.000993 | Yes 
    1301 |  8.443826 | 0.007378 |      282      | 0.000989 | Yes 
    1302 |  8.451205 | 0.007378 |      332      | 0.000997 | Yes 
    1303 |  8.458583 | 0.007378 |      332      | 0.000997 | Yes 
    1304 |  8.465962 | 0.007378 |      387      | 0.000990 | Yes 
    1305 |  8.473340 | 0.007378 |      391      | 0.000990 | Yes 
    1306 |  8.480718 | 0.007378 |      289      | 0.000992 | Yes 
    1307 |  8.488097 | 0.007378 |      268      | 0.000991 | Yes 
    1308 |  8.495475 | 0.007378 |      313      | 0.000991 | Yes 
    1309 |  8.502854 | 0.007378 |      293      | 0.000987 | Yes 
    1310 |  8.510232 | 0.007378 |      393      | 0.000996 | Yes 
    1311 |  8.517611 | 0.007378 |      357      | 0.000988 | Yes 
    1312 |  8.524989 | 0.007378 |      268      | 0.000989 | Yes 
    1313 |  8.532367 | 0.007378 |      182      | 0.000995 | Yes 
    1314 |  8.539746 | 0.007378 |      118      | 0.000995 | Yes 
    1315 |  8.547124 | 0.007378 |      227      | 0.000993 | Yes 
    1316 |  8.554503 | 0.007378 |      336      | 0.000989 | Yes 
    1317 |  8.561881 | 0.007378 |      623      | 0.000998 | Yes 
    1318 |  8.569260 | 0.007378 |      443      | 0.000993 | Yes 
    1319 |  8.576638 | 0.007378 |      354      | 0.000990 | Yes 
    1320 |  8.584016 | 0.007378 |      259      | 0.000992 | Yes 
    1321 |  8.591395 | 0.007378 |      553      | 0.000996 | Yes 
    1322 |  8.598773 | 0.007378 |      524      | 0.000996 | Yes 
    1323 |  8.606152 | 0.007378 |      184      | 0.000992 | Yes 
    1324 |  8.613530 | 0.007378 |      209      | 0.001000 | Yes 
    1325 |  8.620909 | 0.007378 |      329      | 0.000996 | Yes 
    1326 |  8.628287 | 0.007378 |      245      | 0.000992 | Yes 
    1327 |  8.635665 | 0.007378 |      191      | 0.000984 | Yes 
    1328 |  8.643044 | 0.007378 |      300      | 0.000987 | Yes 
    1329 |  8.650422 | 0.007378 |      257      | 0.000987 | Yes 
    1330 |  8.657801 | 0.007378 |      246      | 0.000990 | Yes 
    1331 |  8.665179 | 0.007378 |      603      | 0.000996 | Yes 
    1332 |  8.672558 | 0.007378 |      399      | 0.000985 | Yes 
    1333 |  8.679936 | 0.007378 |      304      | 0.000993 | Yes 
    1334 |  8.687314 | 0.007378 |      222      | 0.000993 | Yes 
    1335 |  8.694693 | 0.007378 |      362      | 0.000998 | Yes 
    1336 |  8.702071 | 0.007378 |      348      | 0.000991 | Yes 
    1337 |  8.709450 | 0.007378 |      577      | 0.001000 | Yes 
    1338 |  8.716828 | 0.007378 |      369      | 0.000997 | Yes 
    1339 |  8.724207 | 0.007378 |      270      | 0.000989 | Yes 
    1340 |  8.731585 | 0.007378 |      195      | 0.000999 | Yes 
    1341 |  8.738963 | 0.007378 |      169      | 0.000984 | Yes 
    1342 |  8.746342 | 0.007378 |      190      | 0.000992 | Yes 
    1343 |  8.753720 | 0.007378 |      117      | 0.000996 | Yes 
    1344 |  8.761099 | 0.007378 |      151      | 0.000999 | Yes 
    1345 |  8.768477 | 0.007378 |      98      | 0.000986 | Yes 
    1346 |  8.775856 | 0.007378 |      166      | 0.000992 | Yes 
    1347 |  8.783234 | 0.007378 |      126      | 0.000991 | Yes 
    1348 |  8.790612 | 0.007378 |      364      | 0.000985 | Yes 
    1349 |  8.797991 | 0.007378 |      608      | 0.000998 | Yes 
    1350 |  8.805369 | 0.007378 |      626      | 0.000997 | Yes 
    1351 |  8.812748 | 0.007378 |      283      | 0.000989 | Yes 
    1352 |  8.820126 | 0.007378 |      273      | 0.000984 | Yes 
    1353 |  8.827505 | 0.007378 |      129      | 0.000996 | Yes 
    1354 |  8.834883 | 0.007378 |      82      | 0.000995 | Yes 
    1355 |  8.842261 | 0.007378 |      125      | 0.000990 | Yes 
    1356 |  8.849640 | 0.007378 |      118      | 0.000982 | Yes 
    1357 |  8.857018 | 0.007378 |      161      | 0.000994 | Yes 
    1358 |  8.864397 | 0.007378 |      113      | 0.000979 | Yes 
    1359 |  8.871775 | 0.007378 |      127      | 0.000992 | Yes 
    1360 |  8.879153 | 0.007378 |      78      | 0.000982 | Yes 
    1361 |  8.886532 | 0.007378 |      184      | 0.000997 | Yes 
    1362 |  8.893910 | 0.007378 |      361      | 0.000995 | Yes 
    1363 |  8.901289 | 0.007378 |      632      | 0.000992 | Yes 
    1364 |  8.908667 | 0.007378 |      646      | 0.001000 | Yes 
    1365 |  8.916046 | 0.007378 |      360      | 0.000993 | Yes 
    1366 |  8.923424 | 0.007378 |      192      | 0.000999 | Yes 
    1367 |  8.930802 | 0.007378 |      171      | 0.000991 | Yes 
    1368 |  8.938181 | 0.007378 |      215      | 0.000993 | Yes 
    1369 |  8.945559 | 0.007378 |      248      | 0.000997 | Yes 
    1370 |  8.952938 | 0.007378 |      190      | 0.000991 | Yes 
    1371 |  8.960316 | 0.007378 |      361      | 0.000994 | Yes 
    1372 |  8.967695 | 0.007378 |      332      | 0.000990 | Yes 
    1373 |  8.975073 | 0.007378 |      270      | 0.000994 | Yes 
    1374 |  8.982451 | 0.007378 |      137      | 0.000998 | Yes 
    1375 |  8.989830 | 0.007378 |      198      | 0.000999 | Yes 
    1376 |  8.997208 | 0.007378 |      173      | 0.000997 | Yes 
    1377 |  9.004587 | 0.007378 |      357      | 0.000990 | Yes 
    1378 |  9.011965 | 0.007378 |      286      | 0.000993 | Yes 
    1379 |  9.019344 | 0.007378 |      220      | 0.000983 | Yes 
    1380 |  9.026722 | 0.007378 |      283      | 0.000993 | Yes 
    1381 |  9.034100 | 0.007378 |      538      | 0.000992 | Yes 
    1382 |  9.041479 | 0.007378 |      533      | 0.000998 | Yes 
    1383 |  9.048857 | 0.007378 |      315      | 0.000992 | Yes 
    1384 |  9.056236 | 0.007378 |      183      | 0.000989 | Yes 
    1385 |  9.063614 | 0.007378 |      135      | 0.000985 | Yes 
    1386 |  9.070993 | 0.007378 |      220      | 0.000992 | Yes 
    1387 |  9.078371 | 0.007378 |      238      | 0.000988 | Yes 
    1388 |  9.085749 | 0.007378 |      224      | 0.000997 | Yes 
    1389 |  9.093128 | 0.007378 |      170      | 0.000992 | Yes 
    1390 |  9.100506 | 0.007378 |      168      | 0.000980 | Yes 
    1391 |  9.107885 | 0.007378 |      241      | 0.000995 | Yes 
    1392 |  9.115263 | 0.007378 |      229      | 0.000997 | Yes 
    1393 |  9.122642 | 0.007378 |      346      | 0.000999 | Yes 
    1394 |  9.130020 | 0.007378 |      257      | 0.000991 | Yes 
    1395 |  9.137398 | 0.007378 |      309      | 0.000988 | Yes 
    1396 |  9.144777 | 0.007378 |      260      | 0.000987 | Yes 
    1397 |  9.152155 | 0.007378 |      313      | 0.000990 | Yes 
    1398 |  9.159534 | 0.007378 |      411      | 0.000991 | Yes 
    1399 |  9.166912 | 0.006581 |      399      | 0.000997 | Yes 
    1400 |  9.173493 | 0.006581 |      188      | 0.000994 | Yes 
    1401 |  9.180074 | 0.007378 |      267      | 0.000995 | Yes 
    1402 |  9.187452 | 0.007378 |      234      | 0.000995 | Yes 
    1403 |  9.194830 | 0.007378 |      250      | 0.000990 | Yes 
    1404 |  9.202209 | 0.007378 |      363      | 0.000997 | Yes 
    1405 |  9.209587 | 0.007378 |      358      | 0.000993 | Yes 
    1406 |  9.216966 | 0.007378 |      341      | 0.000994 | Yes 
    1407 |  9.224344 | 0.007378 |      284      | 0.000994 | Yes 
    1408 |  9.231723 | 0.007378 |      261      | 0.000991 | Yes 
    1409 |  9.239101 | 0.007378 |      233      | 0.000995 | Yes 
    1410 |  9.246479 | 0.007378 |      129      | 0.000976 | Yes 
    1411 |  9.253858 | 0.007378 |      342      | 0.000997 | Yes 
    1412 |  9.261236 | 0.007378 |      326      | 0.000993 | Yes 
    1413 |  9.268615 | 0.007378 |      267      | 0.000990 | Yes 
    1414 |  9.275993 | 0.007378 |      110      | 0.000998 | Yes 
    1415 |  9.283372 | 0.007378 |      234      | 0.000986 | Yes 
    1416 |  9.290750 | 0.007378 |      323      | 0.000987 | Yes 
    1417 |  9.298128 | 0.007378 |      297      | 0.000998 | Yes 
    1418 |  9.305507 | 0.007378 |      228      | 0.000992 | Yes 
    1419 |  9.312885 | 0.007378 |      286      | 0.000995 | Yes 
    1420 |  9.320264 | 0.007378 |      376      | 0.000987 | Yes 
    1421 |  9.327642 | 0.007378 |      371      | 0.000995 | Yes 
    1422 |  9.335020 | 0.007378 |      269      | 0.000987 | Yes 
    1423 |  9.342399 | 0.007378 |      101      | 0.000987 | Yes 
    1424 |  9.349777 | 0.007378 |      221      | 0.000994 | Yes 
    1425 |  9.357156 | 0.007378 |      216      | 0.000988 | Yes 
    1426 |  9.364534 | 0.007378 |      257      | 0.000995 | Yes 
    1427 |  9.371913 | 0.007378 |      179      | 0.000988 | Yes 
    1428 |  9.379291 | 0.007378 |      257      | 0.000997 | Yes 
